SaleKey,InvoiceNumber,SaleDate,GameKey,CustomerKey,RetailerKey,UnitsSold,UnitPrice,DiscountPct,UnitCost,NetSalesAmount,TotalCostAmount,GrossProfitAmount,GrossMarginPct,PromoFlag,OrderSource
511,INV10510,2023-03-10,8,451,302,3,43.63,0.15,20.51,111.26,61.53,49.73,0.447,True,Website
512,INV10511,2023-06-05,53,447,132,4,52.17,0.36,19.45,133.56,77.8,55.76,0.4175,False,Website
513,INV10512,2023-01-06,398,367,120,5,25.39,0.12,13.21,111.72,66.05,45.67,0.4088,False,Website
514,INV10513,2022-01-19,199,133,216,1,41.8,0.22,21.15,32.6,21.15,11.45,0.3512,True,Mobile App
515,INV10514,2023-01-07,391,72,136,1,68.59,0.01,27.12,67.9,27.12,40.78,0.6006,False,Website
516,INV10515,2022-11-13,137,78,116,2,21.87,0.21,7.72,34.55,15.44,19.11,0.5531,True,Mobile App
517,INV10516,2022-07-04,259,189,61,2,35.79,0.25,11.84,53.68,23.68,30.0,0.5589,True,Website
518,INV10517,2022-08-08,334,356,17,1,35.7,0.09,18.61,32.49,18.61,13.88,0.4272,True,Website
519,INV10518,2022-12-16,401,71,34,5,51.66,0.23,22.48,198.89,112.4,86.49,0.4349,False,Retail POS
520,INV10519,2024-02-24,498,263,20,2,25.28,0.26,10.04,37.41,20.08,17.33,0.4632,True,Website
521,INV10520,2023-05-13,172,306,208,4,51.42,0.27,28.64,150.15,114.56,35.59,0.237,True,Mobile App
522,INV10521,2022-07-16,86,46,458,4,24.74,0.31,11.83,68.28,47.32,20.96,0.307,True,Retail POS
523,INV10522,2022-08-20,46,224,162,5,24.74,0.12,11.27,108.86,56.35,52.51,0.4824,False,Retail POS
524,INV10523,2022-05-21,346,328,299,2,56.4,0.23,29.5,86.86,59.0,27.86,0.3207,True,Website
525,INV10524,2022-06-08,186,250,10,4,36.2,0.39,19.72,88.33,78.88,9.45,0.107,True,Website
526,INV10525,2022-03-21,156,76,94,2,68.86,0.36,34.83,88.14,69.66,18.48,0.2097,True,Retail POS
527,INV10526,2022-10-30,493,74,414,2,21.86,0.38,9.44,27.11,18.88,8.23,0.3036,False,Mobile App
528,INV10527,2024-05-14,398,142,371,4,42.25,0.15,17.48,143.65,69.92,73.73,0.5133,True,Website
529,INV10528,2024-03-18,9,73,409,1,25.65,0.31,13.63,17.7,13.63,4.07,0.2299,True,Retail POS
530,INV10529,2022-04-14,115,102,383,4,37.56,0.25,17.1,112.68,68.4,44.28,0.393,False,Mobile App
531,INV10530,2023-06-04,154,94,441,5,69.9,0.03,35.74,339.02,178.7,160.32,0.4729,False,Website
532,INV10531,2024-02-29,130,69,366,3,64.43,0.33,36.54,129.5,109.62,19.88,0.1535,False,Retail POS
533,INV10532,2023-07-07,331,65,447,4,22.41,0.27,12.88,65.44,51.52,13.92,0.2127,True,Retail POS
534,INV10533,2024-05-05,81,193,107,2,48.15,0.08,18.46,88.6,36.92,51.68,0.5833,True,Website
535,INV10534,2024-01-27,384,441,105,2,52.38,0.03,18.67,101.62,37.34,64.28,0.6326,True,Mobile App
536,INV10535,2023-06-24,290,62,71,4,30.47,0.33,11.53,81.66,46.12,35.54,0.4352,True,Mobile App
537,INV10536,2022-02-08,147,20,431,3,27.25,0.03,14.32,79.3,42.96,36.34,0.4583,False,Retail POS
538,INV10537,2023-11-09,295,241,84,4,65.21,0.04,26.8,250.41,107.2,143.21,0.5719,True,Mobile App
539,INV10538,2022-12-11,466,203,209,3,68.43,0.17,24.09,170.39,72.27,98.12,0.5759,False,Retail POS
540,INV10539,2024-06-16,269,410,259,3,69.58,0.05,22.93,198.3,68.79,129.51,0.6531,True,Website
541,INV10540,2024-02-24,133,300,239,5,59.48,0.37,23.68,187.36,118.4,68.96,0.3681,True,Mobile App
542,INV10541,2023-09-25,50,195,302,2,53.17,0.19,18.12,86.14,36.24,49.9,0.5793,True,Website
543,INV10542,2022-05-15,23,454,232,2,37.28,0.23,12.93,57.41,25.86,31.55,0.5496,False,Retail POS
544,INV10543,2023-09-04,378,62,420,3,28.56,0.37,14.43,53.98,43.29,10.69,0.198,False,Website
545,INV10544,2023-01-21,376,107,282,2,23.94,0.21,7.32,37.83,14.64,23.19,0.613,False,Mobile App
546,INV10545,2022-06-07,88,125,394,1,54.65,0.14,18.32,47.0,18.32,28.68,0.6102,False,Website
547,INV10546,2022-06-16,413,301,418,3,59.23,0.32,32.77,120.83,98.31,22.52,0.1864,True,Mobile App
548,INV10547,2022-07-05,112,267,206,2,61.31,0.18,33.93,100.55,67.86,32.69,0.3251,True,Mobile App
549,INV10548,2024-05-01,111,456,264,1,65.68,0.13,26.19,57.14,26.19,30.95,0.5417,True,Mobile App
550,INV10549,2023-12-11,72,477,311,5,63.99,0.29,20.89,227.16,104.45,122.71,0.5402,True,Mobile App
551,INV10550,2024-02-29,154,202,347,2,69.98,0.32,35.79,95.17,71.58,23.59,0.2479,True,Mobile App
552,INV10551,2023-10-02,463,162,394,1,32.19,0.32,13.13,21.89,13.13,8.76,0.4002,False,Retail POS
553,INV10552,2024-04-08,57,344,185,4,58.16,0.39,18.24,141.91,72.96,68.95,0.4859,False,Website
554,INV10553,2022-06-19,257,302,114,4,49.31,0.31,17.13,136.1,68.52,67.58,0.4965,True,Retail POS
555,INV10554,2024-01-09,156,112,79,1,33.05,0.31,11.28,22.8,11.28,11.52,0.5053,True,Website
556,INV10555,2023-03-25,113,337,357,3,69.09,0.34,32.94,136.8,98.82,37.98,0.2776,True,Website
557,INV10556,2022-02-14,318,32,342,3,64.88,0.0,36.94,194.64,110.82,83.82,0.4306,True,Website
558,INV10557,2023-02-25,47,459,301,2,26.42,0.14,14.21,45.44,28.42,17.02,0.3746,False,Retail POS
559,INV10558,2023-01-09,238,98,50,4,21.3,0.3,9.88,59.64,39.52,20.12,0.3374,True,Mobile App
560,INV10559,2023-11-24,334,472,320,3,54.41,0.24,23.21,124.05,69.63,54.42,0.4387,True,Mobile App
561,INV10560,2024-01-07,106,247,95,3,50.2,0.07,24.38,140.06,73.14,66.92,0.4778,True,Retail POS
562,INV10561,2022-09-01,482,261,258,4,66.78,0.12,28.93,235.07,115.72,119.35,0.5077,True,Mobile App
563,INV10562,2023-03-31,187,191,429,5,31.69,0.13,11.85,137.85,59.25,78.6,0.5702,False,Website
564,INV10563,2023-09-18,159,29,351,3,24.21,0.23,12.2,55.93,36.6,19.33,0.3456,True,Mobile App
565,INV10564,2022-10-19,198,48,62,1,32.95,0.33,18.52,22.08,18.52,3.56,0.1612,False,Mobile App
566,INV10565,2024-02-10,382,496,142,2,20.94,0.37,8.62,26.38,17.24,9.14,0.3465,False,Mobile App
567,INV10566,2024-02-06,177,250,330,3,21.78,0.3,12.03,45.74,36.09,9.65,0.211,True,Website
568,INV10567,2024-03-13,261,226,222,3,65.73,0.34,28.22,130.15,84.66,45.49,0.3495,True,Mobile App
569,INV10568,2023-04-05,287,272,356,5,37.59,0.19,15.8,152.24,79.0,73.24,0.4811,True,Mobile App
570,INV10569,2022-08-28,293,153,111,1,40.53,0.16,12.5,34.05,12.5,21.55,0.6329,True,Mobile App
571,INV10570,2023-07-01,335,485,104,2,20.91,0.16,10.63,35.13,21.26,13.87,0.3948,True,Retail POS
572,INV10571,2022-09-02,143,328,15,3,33.52,0.25,18.18,75.42,54.54,20.88,0.2768,False,Retail POS
573,INV10572,2022-11-13,308,285,270,2,60.23,0.05,30.06,114.44,60.12,54.32,0.4747,False,Mobile App
574,INV10573,2024-04-08,491,180,159,4,50.76,0.23,17.53,156.34,70.12,86.22,0.5515,False,Retail POS
575,INV10574,2024-03-14,197,302,157,3,57.68,0.27,19.09,126.32,57.27,69.05,0.5466,False,Retail POS
576,INV10575,2023-04-26,476,153,27,3,42.35,0.18,19.98,104.18,59.94,44.24,0.4246,False,Website
577,INV10576,2024-05-05,225,234,85,4,35.48,0.38,14.92,87.99,59.68,28.31,0.3217,True,Retail POS
578,INV10577,2022-07-18,395,23,9,5,44.13,0.24,18.92,167.69,94.6,73.09,0.4359,True,Retail POS
579,INV10578,2023-01-12,43,418,276,3,36.14,0.09,21.33,98.66,63.99,34.67,0.3514,False,Mobile App
580,INV10579,2023-11-26,454,451,227,2,61.94,0.19,32.03,100.34,64.06,36.28,0.3616,True,Website
581,INV10580,2023-08-08,151,94,186,1,34.87,0.27,14.77,25.46,14.77,10.69,0.4199,True,Website
582,INV10581,2023-03-28,296,370,79,2,52.98,0.13,16.2,92.19,32.4,59.79,0.6486,False,Website
583,INV10582,2023-04-18,63,245,216,5,26.84,0.03,8.33,130.17,41.65,88.52,0.68,False,Retail POS
584,INV10583,2024-02-27,130,290,433,1,54.33,0.23,27.46,41.83,27.46,14.37,0.3435,False,Mobile App
585,INV10584,2022-10-16,255,160,57,2,65.65,0.38,36.19,81.41,72.38,9.03,0.1109,True,Website
586,INV10585,2024-03-07,463,373,144,2,50.42,0.19,25.83,81.68,51.66,30.02,0.3675,False,Website
587,INV10586,2023-01-27,343,285,356,4,47.98,0.36,20.24,122.83,80.96,41.87,0.3409,False,Retail POS
588,INV10587,2023-05-30,214,9,331,5,68.05,0.33,21.05,227.97,105.25,122.72,0.5383,True,Website
589,INV10588,2023-06-25,73,450,392,4,51.36,0.06,30.31,193.11,121.24,71.87,0.3722,True,Mobile App
590,INV10589,2023-03-05,431,185,67,1,32.97,0.28,19.65,23.74,19.65,4.09,0.1723,False,Website
591,INV10590,2022-06-15,104,295,275,4,34.61,0.17,16.09,114.91,64.36,50.55,0.4399,True,Mobile App
592,INV10591,2024-04-16,158,135,494,5,55.26,0.1,17.75,248.67,88.75,159.92,0.6431,False,Mobile App
593,INV10592,2022-07-24,272,110,105,3,56.76,0.27,26.24,124.3,78.72,45.58,0.3667,True,Mobile App
594,INV10593,2024-03-31,315,69,451,3,35.16,0.3,19.96,73.84,59.88,13.96,0.1891,False,Retail POS
595,INV10594,2023-09-12,238,136,420,1,37.26,0.07,18.78,34.65,18.78,15.87,0.458,True,Retail POS
596,INV10595,2022-05-22,303,96,473,3,69.54,0.37,35.88,131.43,107.64,23.79,0.181,True,Mobile App
597,INV10596,2024-06-12,372,119,188,4,25.09,0.3,8.17,70.25,32.68,37.57,0.5348,True,Mobile App
598,INV10597,2022-09-14,158,374,164,1,40.22,0.37,13.35,25.34,13.35,11.99,0.4732,False,Website
599,INV10598,2022-02-23,109,274,267,5,23.11,0.13,7.82,100.53,39.1,61.43,0.6111,False,Website
600,INV10599,2023-10-19,9,358,51,1,61.04,0.38,34.87,37.84,34.87,2.97,0.0785,False,Website
601,INV10600,2023-05-08,321,366,126,1,24.61,0.15,11.27,20.92,11.27,9.65,0.4613,True,Retail POS
602,INV10601,2024-06-14,59,338,80,2,53.69,0.02,28.86,105.23,57.72,47.51,0.4515,True,Website
603,INV10602,2023-01-16,358,177,183,2,22.81,0.31,7.63,31.48,15.26,16.22,0.5152,True,Mobile App
604,INV10603,2023-07-22,192,361,310,1,53.63,0.28,31.01,38.61,31.01,7.6,0.1968,False,Mobile App
605,INV10604,2022-04-16,136,237,17,3,62.14,0.24,33.95,141.68,101.85,39.83,0.2811,True,Retail POS
606,INV10605,2023-12-30,251,272,446,2,39.93,0.2,14.67,63.89,29.34,34.55,0.5408,False,Retail POS
607,INV10606,2024-05-16,379,277,170,5,46.1,0.01,25.92,228.2,129.6,98.6,0.4321,False,Website
608,INV10607,2023-06-13,436,138,280,4,40.07,0.25,15.19,120.21,60.76,59.45,0.4946,False,Retail POS
609,INV10608,2024-05-21,146,362,401,2,35.01,0.17,12.66,58.12,25.32,32.8,0.5643,False,Mobile App
610,INV10609,2022-05-08,347,132,304,1,60.15,0.22,22.81,46.92,22.81,24.11,0.5139,False,Mobile App
611,INV10610,2022-10-19,466,44,340,3,33.59,0.17,19.25,83.64,57.75,25.89,0.3095,True,Retail POS
612,INV10611,2022-03-27,352,123,214,4,56.14,0.39,32.26,136.98,129.04,7.94,0.058,True,Mobile App
613,INV10612,2024-02-21,58,136,198,2,30.3,0.24,12.08,46.06,24.16,21.9,0.4755,True,Retail POS
614,INV10613,2022-06-14,177,367,7,3,32.48,0.3,16.62,68.21,49.86,18.35,0.269,True,Mobile App
615,INV10614,2022-10-07,288,373,398,3,36.81,0.37,18.51,69.57,55.53,14.04,0.2018,True,Website
616,INV10615,2023-04-06,245,126,11,3,49.45,0.24,26.8,112.75,80.4,32.35,0.2869,True,Retail POS
617,INV10616,2023-06-10,48,439,12,1,42.71,0.0,16.61,42.71,16.61,26.1,0.6111,False,Retail POS
618,INV10617,2022-05-31,301,275,110,5,57.25,0.01,25.94,283.39,129.7,153.69,0.5423,True,Retail POS
619,INV10618,2024-04-30,438,495,133,3,30.67,0.28,15.34,66.25,46.02,20.23,0.3054,False,Mobile App
620,INV10619,2023-03-24,356,64,389,4,20.52,0.11,6.32,73.05,25.28,47.77,0.6539,False,Website
621,INV10620,2022-04-04,100,296,128,2,58.82,0.23,24.29,90.58,48.58,42.0,0.4637,False,Retail POS
622,INV10621,2022-08-16,213,232,148,4,61.07,0.08,31.07,224.74,124.28,100.46,0.447,False,Mobile App
623,INV10622,2024-04-16,302,51,54,1,22.96,0.11,8.63,20.43,8.63,11.8,0.5776,False,Retail POS
624,INV10623,2023-04-07,480,137,311,1,50.54,0.2,29.68,40.43,29.68,10.75,0.2659,True,Mobile App
625,INV10624,2022-12-24,415,158,442,4,38.9,0.39,12.02,94.92,48.08,46.84,0.4935,True,Website
626,INV10625,2022-01-28,165,56,79,5,59.68,0.25,35.06,223.8,175.3,48.5,0.2167,True,Mobile App
627,INV10626,2023-03-01,400,81,346,1,63.71,0.37,23.26,40.14,23.26,16.88,0.4205,False,Mobile App
628,INV10627,2022-02-24,430,232,97,1,62.54,0.38,19.68,38.77,19.68,19.09,0.4924,True,Retail POS
629,INV10628,2023-02-10,126,428,249,4,58.85,0.08,22.82,216.57,91.28,125.29,0.5785,True,Mobile App
630,INV10629,2023-05-30,302,443,127,1,33.44,0.12,17.92,29.43,17.92,11.51,0.3911,False,Retail POS
631,INV10630,2023-01-18,462,399,30,5,60.58,0.31,31.85,209.0,159.25,49.75,0.238,False,Mobile App
632,INV10631,2022-08-30,121,452,24,5,46.66,0.35,16.92,151.64,84.6,67.04,0.4421,True,Website
633,INV10632,2023-01-31,88,326,471,5,22.63,0.21,8.13,89.39,40.65,48.74,0.5453,False,Mobile App
634,INV10633,2022-03-25,217,128,201,2,42.84,0.4,21.11,51.41,42.22,9.19,0.1788,False,Retail POS
635,INV10634,2023-01-19,61,126,131,5,67.1,0.0,29.35,335.5,146.75,188.75,0.5626,False,Mobile App
636,INV10635,2022-08-18,302,317,122,5,64.38,0.12,34.62,283.27,173.1,110.17,0.3889,True,Mobile App
637,INV10636,2022-01-29,179,80,356,2,25.1,0.25,7.71,37.65,15.42,22.23,0.5904,False,Website
638,INV10637,2022-11-23,190,474,432,3,57.2,0.19,27.63,139.0,82.89,56.11,0.4037,False,Retail POS
639,INV10638,2022-04-12,163,377,327,1,60.28,0.05,31.3,57.27,31.3,25.97,0.4535,False,Website
640,INV10639,2024-05-09,81,357,150,5,33.56,0.15,20.07,142.63,100.35,42.28,0.2964,False,Mobile App
641,INV10640,2024-01-02,494,407,14,1,43.57,0.01,21.94,43.13,21.94,21.19,0.4913,False,Website
642,INV10641,2023-10-28,170,333,304,4,55.54,0.26,20.53,164.4,82.12,82.28,0.5005,True,Mobile App
643,INV10642,2022-12-10,301,175,29,1,41.94,0.36,13.94,26.84,13.94,12.9,0.4806,True,Mobile App
644,INV10643,2024-03-21,374,145,50,2,25.63,0.35,12.62,33.32,25.24,8.08,0.2425,False,Website
645,INV10644,2022-05-30,196,441,464,1,55.28,0.28,25.26,39.8,25.26,14.54,0.3653,False,Website
646,INV10645,2022-05-21,203,126,240,1,65.57,0.19,37.36,53.11,37.36,15.75,0.2966,True,Mobile App
647,INV10646,2022-02-09,47,182,482,1,52.61,0.2,27.25,42.09,27.25,14.84,0.3526,True,Website
648,INV10647,2022-10-21,463,219,394,3,58.68,0.05,26.58,167.24,79.74,87.5,0.5232,False,Website
649,INV10648,2024-04-29,158,436,455,3,37.91,0.14,15.96,97.81,47.88,49.93,0.5105,False,Mobile App
650,INV10649,2023-04-29,408,278,473,4,29.15,0.08,12.28,107.27,49.12,58.15,0.5421,True,Retail POS
651,INV10650,2023-12-14,194,485,283,2,52.13,0.33,19.18,69.85,38.36,31.49,0.4508,False,Website
652,INV10651,2024-05-01,427,83,335,1,36.38,0.37,11.1,22.92,11.1,11.82,0.5157,False,Website
653,INV10652,2022-05-23,418,423,352,1,62.99,0.21,29.76,49.76,29.76,20.0,0.4019,True,Retail POS
654,INV10653,2024-02-17,279,483,156,1,26.12,0.29,9.5,18.55,9.5,9.05,0.4879,True,Website
655,INV10654,2023-12-24,317,141,137,1,41.66,0.05,15.1,39.58,15.1,24.48,0.6185,True,Mobile App
656,INV10655,2023-04-26,479,334,327,3,39.83,0.24,13.45,90.81,40.35,50.46,0.5557,True,Website
657,INV10656,2023-04-05,421,496,336,4,66.89,0.28,23.87,192.64,95.48,97.16,0.5044,False,Mobile App
658,INV10657,2023-09-23,269,95,154,5,27.65,0.18,8.56,113.36,42.8,70.56,0.6224,False,Retail POS
659,INV10658,2022-01-06,481,365,483,2,20.48,0.1,10.29,36.86,20.58,16.28,0.4417,False,Retail POS
660,INV10659,2022-03-23,199,194,81,1,31.89,0.35,13.41,20.73,13.41,7.32,0.3531,False,Retail POS
661,INV10660,2022-01-20,224,110,87,4,61.0,0.3,28.58,170.8,114.32,56.48,0.3307,True,Website
662,INV10661,2022-09-20,263,52,264,5,30.46,0.36,14.96,97.47,74.8,22.67,0.2326,True,Retail POS
663,INV10662,2022-08-09,426,103,258,4,32.03,0.33,18.95,85.84,75.8,10.04,0.117,False,Website
664,INV10663,2024-05-05,166,101,479,3,26.48,0.4,8.49,47.66,25.47,22.19,0.4656,False,Website
665,INV10664,2022-06-03,180,142,185,5,55.76,0.08,23.72,256.5,118.6,137.9,0.5376,False,Website
666,INV10665,2023-07-16,428,201,180,4,23.45,0.03,8.76,90.99,35.04,55.95,0.6149,True,Retail POS
667,INV10666,2024-01-15,192,458,186,3,36.55,0.13,16.19,95.4,48.57,46.83,0.4909,True,Retail POS
668,INV10667,2023-09-16,397,319,123,4,34.11,0.05,19.65,129.62,78.6,51.02,0.3936,True,Website
669,INV10668,2023-06-25,216,199,377,4,47.75,0.21,24.7,150.89,98.8,52.09,0.3452,False,Retail POS
670,INV10669,2023-03-10,284,284,96,5,56.51,0.25,28.18,211.91,140.9,71.01,0.3351,False,Website
671,INV10670,2022-04-24,352,494,93,3,46.63,0.23,20.16,107.72,60.48,47.24,0.4385,False,Retail POS
672,INV10671,2024-03-05,107,217,3,1,66.54,0.1,33.36,59.89,33.36,26.53,0.443,True,Mobile App
673,INV10672,2022-10-23,466,46,392,2,67.56,0.36,20.92,86.48,41.84,44.64,0.5162,False,Retail POS
674,INV10673,2022-09-01,98,28,443,5,38.06,0.01,18.11,188.4,90.55,97.85,0.5194,True,Retail POS
675,INV10674,2022-11-05,368,2,2,3,58.87,0.14,27.44,151.88,82.32,69.56,0.458,False,Retail POS
676,INV10675,2022-05-05,482,383,479,4,56.93,0.29,23.0,161.68,92.0,69.68,0.431,False,Website
677,INV10676,2022-02-18,499,17,446,3,64.64,0.31,23.3,133.8,69.9,63.9,0.4776,True,Website
678,INV10677,2022-09-02,230,315,371,2,42.39,0.17,22.99,70.37,45.98,24.39,0.3466,True,Mobile App
679,INV10678,2023-03-06,257,436,305,2,46.51,0.01,14.7,92.09,29.4,62.69,0.6807,False,Mobile App
680,INV10679,2023-10-17,43,388,357,1,40.78,0.25,13.09,30.58,13.09,17.49,0.5719,True,Mobile App
681,INV10680,2024-03-23,242,77,148,1,62.51,0.03,27.01,60.63,27.01,33.62,0.5545,True,Website
682,INV10681,2023-09-30,42,466,285,2,31.48,0.04,11.83,60.44,23.66,36.78,0.6085,True,Mobile App
683,INV10682,2023-04-14,95,387,145,5,31.98,0.26,16.75,118.33,83.75,34.58,0.2922,True,Mobile App
684,INV10683,2022-03-06,434,371,330,5,38.62,0.12,18.93,169.93,94.65,75.28,0.443,True,Retail POS
685,INV10684,2022-04-24,254,165,361,4,31.51,0.14,16.76,108.39,67.04,41.35,0.3815,False,Mobile App
686,INV10685,2024-05-06,188,97,406,1,48.04,0.19,19.09,38.91,19.09,19.82,0.5094,False,Retail POS
687,INV10686,2023-05-27,385,105,262,4,26.71,0.39,13.95,65.17,55.8,9.37,0.1438,False,Website
688,INV10687,2023-09-04,307,24,62,1,36.0,0.39,20.11,21.96,20.11,1.85,0.0842,False,Website
689,INV10688,2023-07-03,400,200,491,2,65.66,0.17,26.5,109.0,53.0,56.0,0.5138,True,Retail POS
690,INV10689,2022-01-17,167,35,226,5,40.45,0.11,16.26,180.0,81.3,98.7,0.5483,False,Mobile App
691,INV10690,2023-10-10,271,2,31,5,57.4,0.12,32.72,252.56,163.6,88.96,0.3522,True,Website
692,INV10691,2023-06-12,125,289,190,2,25.66,0.11,8.08,45.67,16.16,29.51,0.6462,False,Retail POS
693,INV10692,2023-08-12,161,332,375,4,32.37,0.21,13.11,102.29,52.44,49.85,0.4873,False,Website
694,INV10693,2022-09-05,87,342,268,4,60.36,0.24,20.26,183.49,81.04,102.45,0.5583,True,Website
695,INV10694,2024-01-06,309,461,12,3,58.14,0.2,17.95,139.54,53.85,85.69,0.6141,False,Mobile App
696,INV10695,2022-05-28,489,138,191,1,39.3,0.16,13.12,33.01,13.12,19.89,0.6025,False,Website
697,INV10696,2022-10-26,226,337,400,4,67.71,0.08,29.07,249.17,116.28,132.89,0.5333,False,Retail POS
698,INV10697,2023-03-16,145,62,25,2,65.52,0.19,33.16,106.14,66.32,39.82,0.3752,False,Mobile App
699,INV10698,2022-01-02,345,299,406,4,68.11,0.14,26.34,234.3,105.36,128.94,0.5503,False,Retail POS
700,INV10699,2023-09-22,248,197,91,5,41.39,0.22,22.97,161.42,114.85,46.57,0.2885,False,Retail POS
701,INV10700,2022-12-28,362,377,88,1,29.86,0.27,12.88,21.8,12.88,8.92,0.4092,False,Retail POS
702,INV10701,2022-09-04,6,59,332,3,51.32,0.25,30.3,115.47,90.9,24.57,0.2128,True,Mobile App
703,INV10702,2023-08-08,31,265,274,1,54.23,0.18,31.79,44.47,31.79,12.68,0.2851,False,Website
704,INV10703,2023-03-03,197,333,301,5,26.26,0.22,13.97,102.41,69.85,32.56,0.3179,False,Retail POS
705,INV10704,2022-07-11,232,188,111,5,59.31,0.11,34.38,263.93,171.9,92.03,0.3487,False,Website
706,INV10705,2023-11-12,296,63,80,5,20.89,0.01,10.7,103.41,53.5,49.91,0.4826,False,Website
707,INV10706,2023-11-16,414,308,324,5,44.13,0.25,25.1,165.49,125.5,39.99,0.2416,False,Retail POS
708,INV10707,2022-03-29,325,279,140,2,36.54,0.1,13.55,65.77,27.1,38.67,0.588,False,Website
709,INV10708,2023-06-21,460,30,433,3,57.01,0.27,23.01,124.85,69.03,55.82,0.4471,True,Mobile App
710,INV10709,2023-01-05,135,171,417,5,35.63,0.3,18.74,124.7,93.7,31.0,0.2486,False,Mobile App
711,INV10710,2022-03-11,493,452,214,5,61.33,0.37,26.21,193.19,131.05,62.14,0.3217,False,Website
712,INV10711,2023-06-23,13,21,447,4,49.74,0.38,27.42,123.36,109.68,13.68,0.1109,True,Website
713,INV10712,2023-07-12,497,299,18,3,59.68,0.0,33.62,179.04,100.86,78.18,0.4367,True,Mobile App
714,INV10713,2023-06-04,4,201,54,1,69.46,0.4,27.08,41.68,27.08,14.6,0.3503,False,Website
715,INV10714,2024-03-16,178,135,368,3,53.95,0.27,29.51,118.15,88.53,29.62,0.2507,False,Website
716,INV10715,2023-06-04,234,272,97,3,69.24,0.26,23.98,153.71,71.94,81.77,0.532,False,Website
717,INV10716,2023-07-22,259,23,283,3,21.43,0.01,8.58,63.65,25.74,37.91,0.5956,True,Website
718,INV10717,2022-01-21,140,442,234,5,36.9,0.34,16.8,121.77,84.0,37.77,0.3102,True,Retail POS
719,INV10718,2023-02-04,65,87,467,5,25.38,0.06,9.34,119.29,46.7,72.59,0.6085,False,Website
720,INV10719,2024-06-13,283,31,240,2,33.11,0.33,15.69,44.37,31.38,12.99,0.2928,False,Mobile App
721,INV10720,2023-04-27,363,121,334,1,61.93,0.01,29.33,61.31,29.33,31.98,0.5216,True,Retail POS
722,INV10721,2022-02-14,306,69,409,4,21.61,0.26,7.82,63.97,31.28,32.69,0.511,True,Retail POS
723,INV10722,2023-10-13,205,134,418,3,46.0,0.17,24.78,114.54,74.34,40.2,0.351,True,Mobile App
724,INV10723,2023-02-01,17,371,344,1,48.35,0.08,23.67,44.48,23.67,20.81,0.4679,True,Website
725,INV10724,2023-01-18,200,449,486,1,48.05,0.04,19.0,46.13,19.0,27.13,0.5881,False,Retail POS
726,INV10725,2022-09-17,32,315,444,2,43.75,0.18,16.17,71.75,32.34,39.41,0.5493,True,Retail POS
727,INV10726,2024-02-05,212,496,54,4,59.52,0.05,33.55,226.18,134.2,91.98,0.4067,True,Website
728,INV10727,2022-01-17,435,412,87,3,26.67,0.19,14.69,64.81,44.07,20.74,0.32,False,Website
729,INV10728,2023-01-01,273,146,261,4,35.52,0.25,13.1,106.56,52.4,54.16,0.5083,True,Mobile App
730,INV10729,2024-03-18,290,472,236,2,50.78,0.33,15.78,68.05,31.56,36.49,0.5362,False,Retail POS
731,INV10730,2022-03-11,291,333,123,5,54.54,0.27,29.53,199.07,147.65,51.42,0.2583,True,Website
732,INV10731,2022-12-20,483,481,420,1,40.2,0.03,19.48,38.99,19.48,19.51,0.5004,False,Website
733,INV10732,2022-09-04,486,394,54,3,63.76,0.12,21.06,168.33,63.18,105.15,0.6247,True,Mobile App
734,INV10733,2024-01-21,234,263,216,5,40.76,0.12,19.41,179.34,97.05,82.29,0.4588,False,Retail POS
735,INV10734,2023-11-04,408,293,420,2,40.13,0.37,17.48,50.56,34.96,15.6,0.3085,False,Website
736,INV10735,2023-10-06,182,480,197,4,21.8,0.35,11.61,56.68,46.44,10.24,0.1807,True,Mobile App
737,INV10736,2022-04-17,146,429,39,1,47.55,0.15,17.25,40.42,17.25,23.17,0.5732,False,Retail POS
738,INV10737,2024-03-01,50,86,454,3,55.42,0.03,24.16,161.27,72.48,88.79,0.5506,False,Retail POS
739,INV10738,2023-08-19,430,16,365,5,25.71,0.36,8.92,82.27,44.6,37.67,0.4579,True,Retail POS
740,INV10739,2024-01-23,432,216,228,5,35.26,0.36,20.71,112.83,103.55,9.28,0.0822,False,Retail POS
741,INV10740,2024-02-14,103,116,237,1,59.05,0.34,31.51,38.97,31.51,7.46,0.1914,False,Mobile App
742,INV10741,2022-12-07,33,118,132,4,38.29,0.34,19.95,101.09,79.8,21.29,0.2106,True,Website
743,INV10742,2022-05-17,497,270,330,2,32.07,0.19,16.26,51.95,32.52,19.43,0.374,True,Retail POS
744,INV10743,2022-02-15,471,395,500,4,53.6,0.07,22.89,199.39,91.56,107.83,0.5408,False,Retail POS
745,INV10744,2022-12-27,89,467,321,4,29.83,0.19,17.21,96.65,68.84,27.81,0.2877,False,Website
746,INV10745,2023-07-14,485,343,469,4,64.77,0.2,20.85,207.26,83.4,123.86,0.5976,False,Retail POS
747,INV10746,2022-12-13,411,162,168,1,25.27,0.2,13.67,20.22,13.67,6.55,0.3239,False,Retail POS
748,INV10747,2024-04-13,385,188,487,1,55.32,0.22,20.17,43.15,20.17,22.98,0.5326,False,Website
749,INV10748,2023-10-21,341,104,37,2,44.97,0.1,17.86,80.95,35.72,45.23,0.5587,True,Website
750,INV10749,2022-06-29,315,141,67,4,63.49,0.15,28.94,215.87,115.76,100.11,0.4638,False,Retail POS
